Data;Partia_miesniowa;Cwiczenie;Nr_serii;Powtorzenia;Ciezar_kg;Szacowany_1RM
﻿2026-07-27;Plecy;Pull Up;0;11;0.0;0.0
﻿2026-07-27;Plecy;Pull Up;1;10;0.0;0.0
﻿2026-07-27;Plecy;Pull Up;2;9;0.0;0.0
﻿2026-07-27;Plecy;Pull Up;3;8;0.0;0.0
﻿2026-07-27;Klatka;Incline Bench Press (Smith Machine);0;7;77.5;95.6
﻿2026-07-27;Klatka;Incline Bench Press (Smith Machine);1;6;80.0;96.0
﻿2026-07-27;Klatka;Incline Bench Press (Smith Machine);2;4;82.5;93.5
﻿2026-07-27;Plecy;T Bar Row;0;10;65.0;86.7
﻿2026-07-27;Plecy;T Bar Row;1;8;70.0;88.7
﻿2026-07-27;Plecy;T Bar Row;2;7;75.0;92.5
﻿2026-07-27;Klatka;Low Cable Fly Crossovers;0;9;17.5;22.8
﻿2026-07-27;Klatka;Low Cable Fly Crossovers;1;8;18.75;23.8
﻿2026-07-27;Klatka;Low Cable Fly Crossovers;2;10;13.75;18.3
﻿2026-07-27;Plecy;Single Arm Cable Row;0;12;51.25;71.8
﻿2026-07-27;Plecy;Single Arm Cable Row;1;10;53.75;71.7
﻿2026-07-27;Plecy;Single Arm Cable Row;2;10;40.0;53.3
﻿2026-07-27;Barki;Lateral Raise (Machine);0;8;62.5;79.2
﻿2026-07-27;Barki;Lateral Raise (Machine);1;10;47.5;63.3
﻿2026-07-27;Barki;Rear Delt Reverse Fly (Machine);0;9;25.0;32.5
﻿2026-07-27;Barki;Rear Delt Reverse Fly (Machine);1;10;17.5;23.3
﻿2026-07-27;Biceps;Bicep Curl (Cable);0;9;33.75;43.9
﻿2026-07-27;Biceps;Bicep Curl (Cable);1;10;26.25;35.0
﻿2026-07-27;Triceps;Triceps Rope Pushdown;0;10;33.75;45.0
﻿2026-07-27;Triceps;Triceps Rope Pushdown;1;11;26.5;36.2
﻿2026-07-25;Nogi;Hack Squat (Machine) Kapelanka;0;8;147.0;186.2
﻿2026-07-25;Nogi;Hack Squat (Machine) Kapelanka;1;8;147.0;186.2
﻿2026-07-25;Nogi;Hack Squat (Machine) Kapelanka;2;8;147.0;186.2
﻿2026-07-25;Nogi;Leg Extension (Machine) Kapelanka;0;10;82.0;109.3
﻿2026-07-25;Nogi;Leg Extension (Machine) Kapelanka;1;10;89.0;118.7
﻿2026-07-25;Nogi;Leg Extension (Machine) Kapelanka;2;1;96.0;99.2
﻿2026-07-25;Nogi;Lying Leg Curl (Machine) Kapelanka;0;10;53.0;70.7
﻿2026-07-25;Nogi;Lying Leg Curl (Machine) Kapelanka;1;10;60.0;80.0
﻿2026-07-25;Nogi;Lying Leg Curl (Machine) Kapelanka;2;10;67.0;89.3
﻿2026-07-25;Brzuch;Hanging Leg Raise;0;17;0.0;0.0
﻿2026-07-25;Brzuch;Hanging Leg Raise;1;16;0.0;0.0
﻿2026-07-25;Brzuch;Hanging Leg Raise;2;15;0.0;0.0
﻿2026-07-25;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;44.5;62.3
﻿2026-07-25;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;12;44.5;62.3
﻿2026-07-25;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;46.25;61.7
﻿2026-07-24;Barki;Overhead Press (Smith Machine);0;8;70.0;88.7
﻿2026-07-24;Barki;Overhead Press (Smith Machine);1;6;75.0;90.0
﻿2026-07-24;Barki;Overhead Press (Smith Machine);2;3;80.0;88.0
﻿2026-07-24;Barki;Overhead Press (Smith Machine);3;9;60.0;78.0
﻿2026-07-24;Barki;Lateral Raise (Dumbbell);0;13;15.0;21.5
﻿2026-07-24;Barki;Lateral Raise (Dumbbell);1;15;15.0;22.5
﻿2026-07-24;Barki;Single Arm Lateral Raise (Cable);0;9;10.0;13.0
﻿2026-07-24;Barki;Single Arm Lateral Raise (Cable);1;8;11.25;14.2
﻿2026-07-24;Barki;Face Pull;0;13;30.0;43.0
﻿2026-07-24;Barki;Face Pull;1;13;31.25;44.8
﻿2026-07-24;Barki;Face Pull;2;12;32.5;45.5
﻿2026-07-24;Barki;Face Pull;3;15;25.0;37.5
﻿2026-07-24;Biceps;Preacher Curl (Machine);0;7;53.75;66.3
﻿2026-07-24;Biceps;Preacher Curl (Machine);1;5;56.25;65.6
﻿2026-07-24;Biceps;Preacher Curl (Machine);2;8;42.5;53.8
﻿2026-07-24;Triceps;Skullcrusher (Barbell);0;9;51.5;67.0
﻿2026-07-24;Triceps;Skullcrusher (Barbell);1;6;54.0;64.8
﻿2026-07-24;Triceps;Skullcrusher (Barbell);2;11;41.5;56.7
﻿2026-07-24;Biceps;Seated Incline Curl (Dumbbell);0;11;17.5;23.9
﻿2026-07-24;Biceps;Seated Incline Curl (Dumbbell);1;6;20.0;24.0
﻿2026-07-24;Triceps;Triceps Pushdown V-Grip;0;9;43.75;56.9
﻿2026-07-24;Triceps;Triceps Pushdown V-Grip;1;8;45.0;57.0
﻿2026-07-24;Biceps;Hammer Curl (Cable);0;9;37.5;48.8
﻿2026-07-24;Biceps;Hammer Curl (Cable);1;8;38.75;49.1
﻿2026-07-24;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;9;12.5;16.2
﻿2026-07-24;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;8;13.75;17.4
﻿2026-07-23;Klatka;Feet Up Bench Press (Barbell);0;10;87.5;116.7
﻿2026-07-23;Klatka;Feet Up Bench Press (Barbell);1;9;90.0;117.0
﻿2026-07-23;Klatka;Feet Up Bench Press (Barbell);2;8;92.5;117.2
﻿2026-07-23;Plecy;Lat Pulldown - Close Grip (Cable);0;11;92.5;126.4
﻿2026-07-23;Plecy;Lat Pulldown - Close Grip (Cable);1;9;96.0;124.8
﻿2026-07-23;Plecy;Lat Pulldown - Close Grip (Cable);2;7;103.0;127.0
﻿2026-07-23;Plecy;Lat Pulldown - Close Grip (Cable);3;10;78.5;104.7
﻿2026-07-23;Klatka;Incline Chest Press (Machine);0;8;110.0;139.3
﻿2026-07-23;Klatka;Incline Chest Press (Machine);1;7;110.0;135.7
﻿2026-07-23;Klatka;Incline Chest Press (Machine);2;6;110.0;132.0
﻿2026-07-23;Klatka;Incline Chest Press (Machine);3;10;82.5;110.0
﻿2026-07-23;Plecy;Iso-Lateral High Row (Machine);0;12;130.0;182.0
﻿2026-07-23;Plecy;Iso-Lateral High Row (Machine);1;10;137.5;183.3
﻿2026-07-23;Plecy;Iso-Lateral High Row (Machine);2;8;145.0;183.7
﻿2026-07-23;Klatka;Butterfly (Pec Deck);0;10;112.5;150.0
﻿2026-07-23;Klatka;Butterfly (Pec Deck);1;8;115.0;145.7
﻿2026-07-23;Klatka;Butterfly (Pec Deck);2;8;87.0;110.2
﻿2026-07-23;Plecy;Pullover (Machine);0;12;100.0;140.0
﻿2026-07-23;Plecy;Pullover (Machine);1;11;105.0;143.5
﻿2026-07-23;Plecy;Pullover (Machine);2;9;110.0;143.0
﻿2026-07-22;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-07-21;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-07-21;Nogi;Front Squat;0;5;103.5;120.8
﻿2026-07-21;Nogi;Front Squat;1;4;108.5;123.0
﻿2026-07-21;Nogi;Front Squat;2;3;113.5;124.9
﻿2026-07-21;Nogi;Romanian Deadlift (Barbell);0;9;131.0;170.3
﻿2026-07-21;Nogi;Romanian Deadlift (Barbell);1;8;141.0;178.6
﻿2026-07-21;Nogi;Romanian Deadlift (Barbell);2;6;151.0;181.2
﻿2026-07-21;Nogi;Belt Squat (Machine);0;10;150.0;200.0
﻿2026-07-21;Nogi;Belt Squat (Machine);1;10;160.0;213.3
﻿2026-07-21;Nogi;Belt Squat (Machine);2;8;170.0;215.3
﻿2026-07-21;Nogi;Leg Extension (Machine);0;10;92.5;123.3
﻿2026-07-21;Nogi;Leg Extension (Machine);1;10;95.0;126.7
﻿2026-07-21;Nogi;Leg Extension (Machine);2;10;97.5;130.0
﻿2026-07-21;Nogi;Lying Leg Curl (Machine);0;11;55.0;75.2
﻿2026-07-21;Nogi;Lying Leg Curl (Machine);1;9;57.5;74.8
﻿2026-07-21;Nogi;Lying Leg Curl (Machine);2;6;60.0;72.0
﻿2026-07-21;Nogi;Hip Adduction (Machine);0;12;100.0;140.0
﻿2026-07-21;Nogi;Hip Adduction (Machine);1;10;100.0;133.3
﻿2026-07-21;Brzuch;Cable Crunch;0;12;53.75;75.2
﻿2026-07-21;Brzuch;Cable Crunch;1;12;53.75;75.2
﻿2026-07-21;Brzuch;Cable Crunch;2;9;55.0;71.5
﻿2026-07-21;Brzuch;Cable Core Pallof Press;0;8;25.0;31.7
﻿2026-07-21;Brzuch;Cable Core Pallof Press;1;7;26.25;32.4
﻿2026-07-20;Klatka;Bench Press (Barbell);0;8;97.5;123.5
﻿2026-07-20;Klatka;Bench Press (Barbell);1;6;100.0;120.0
﻿2026-07-20;Klatka;Bench Press (Barbell);2;5;102.5;119.6
﻿2026-07-20;Klatka;Bench Press (Barbell);3;4;105.0;119.0
﻿2026-07-20;Plecy;Pull Up;0;11;0.0;0.0
﻿2026-07-20;Plecy;Pull Up;1;9;0.0;0.0
﻿2026-07-20;Plecy;Pull Up;2;8;0.0;0.0
﻿2026-07-20;Plecy;Pull Up;3;8;0.0;0.0
﻿2026-07-20;Klatka;Incline Bench Press (Smith Machine);0;7;77.5;95.6
﻿2026-07-20;Klatka;Incline Bench Press (Smith Machine);1;5;80.0;93.3
﻿2026-07-20;Klatka;Incline Bench Press (Smith Machine);2;4;82.5;93.5
﻿2026-07-20;Plecy;T Bar Row;0;10;63.75;85.0
﻿2026-07-20;Plecy;T Bar Row;1;8;68.75;87.1
﻿2026-07-20;Plecy;T Bar Row;2;7;73.75;91.0
﻿2026-07-20;Klatka;Low Cable Fly Crossovers;0;13;16.25;23.3
﻿2026-07-20;Klatka;Low Cable Fly Crossovers;1;8;17.5;22.2
﻿2026-07-20;Klatka;Low Cable Fly Crossovers;2;8;17.5;22.2
﻿2026-07-20;Plecy;Single Arm Cable Row;0;12;48.75;68.2
﻿2026-07-20;Plecy;Single Arm Cable Row;1;11;51.25;70.0
﻿2026-07-20;Plecy;Single Arm Cable Row;2;9;53.75;69.9
﻿2026-07-20;Barki;Lateral Raise (Machine);0;8;60.0;76.0
﻿2026-07-20;Barki;Lateral Raise (Machine);1;6;62.5;75.0
﻿2026-07-20;Barki;Rear Delt Reverse Fly (Machine);0;12;22.5;31.5
﻿2026-07-20;Barki;Rear Delt Reverse Fly (Machine);1;8;25.0;31.7
﻿2026-07-20;Biceps;Bicep Curl (Cable);0;9;33.75;43.9
﻿2026-07-20;Biceps;Bicep Curl (Cable);1;12;25.0;35.0
﻿2026-07-20;Triceps;Triceps Rope Pushdown;0;9;33.75;43.9
﻿2026-07-20;Triceps;Triceps Rope Pushdown;1;12;25.0;35.0
﻿2026-07-18;Nogi;Pendulum Squat (Machine);0;10;111.7;148.9
﻿2026-07-18;Nogi;Pendulum Squat (Machine);1;7;116.7;143.9
﻿2026-07-18;Nogi;Pendulum Squat (Machine);2;5;119.2;139.1
﻿2026-07-18;Nogi;Single Leg Press (Machine);0;8;135.5;171.6
﻿2026-07-18;Nogi;Single Leg Press (Machine);1;8;145.5;184.3
﻿2026-07-18;Nogi;Single Leg Press (Machine);2;8;155.5;197.0
﻿2026-07-18;Nogi;Single Leg Extensions;0;9;39.3;51.1
﻿2026-07-18;Nogi;Single Leg Extensions;1;8;40.55;51.4
﻿2026-07-18;Nogi;Single Leg Extensions;2;7;41.8;51.6
﻿2026-07-18;Nogi;Standing Leg Curls;0;9;44.85;58.3
﻿2026-07-18;Nogi;Standing Leg Curls;1;8;46.1;58.4
﻿2026-07-18;Nogi;Standing Leg Curls;2;7;47.35;58.4
﻿2026-07-18;Brzuch;Hanging Leg Raise;0;16;0.0;0.0
﻿2026-07-18;Brzuch;Hanging Leg Raise;1;16;0.0;0.0
﻿2026-07-18;Brzuch;Hanging Leg Raise;2;15;0.0;0.0
﻿2026-07-18;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;44.5;62.3
﻿2026-07-18;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;12;44.5;62.3
﻿2026-07-18;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;46.25;61.7
﻿2026-07-17;Barki;Overhead Press (Smith Machine);0;12;65.0;91.0
﻿2026-07-17;Barki;Overhead Press (Smith Machine);1;8;70.0;88.7
﻿2026-07-17;Barki;Overhead Press (Smith Machine);2;6;75.0;90.0
﻿2026-07-17;Barki;Overhead Press (Smith Machine);3;3;80.0;88.0
﻿2026-07-17;Barki;Lateral Raise (Dumbbell);0;12;15.0;21.0
﻿2026-07-17;Barki;Lateral Raise (Dumbbell);1;15;15.0;22.5
﻿2026-07-17;Barki;Single Arm Lateral Raise (Cable);0;9;10.0;13.0
﻿2026-07-17;Barki;Single Arm Lateral Raise (Cable);1;8;11.25;14.2
﻿2026-07-17;Barki;Face Pull;0;12;30.0;42.0
﻿2026-07-17;Barki;Face Pull;1;12;30.0;42.0
﻿2026-07-17;Barki;Face Pull;2;12;31.25;43.8
﻿2026-07-17;Barki;Face Pull;3;10;32.5;43.3
﻿2026-07-17;Biceps;Preacher Curl (Machine);0;7;53.75;66.3
﻿2026-07-17;Biceps;Preacher Curl (Machine);1;5;56.25;65.6
﻿2026-07-17;Biceps;Preacher Curl (Machine);2;8;42.5;53.8
﻿2026-07-17;Triceps;Skullcrusher (Barbell);0;8;51.5;65.2
﻿2026-07-17;Triceps;Skullcrusher (Barbell);1;5;54.0;63.0
﻿2026-07-17;Triceps;Skullcrusher (Barbell);2;10;41.5;55.3
﻿2026-07-17;Biceps;Seated Incline Curl (Dumbbell);0;5;20.0;23.3
﻿2026-07-17;Biceps;Seated Incline Curl (Dumbbell);1;5;20.0;23.3
﻿2026-07-17;Triceps;Triceps Pushdown V-Grip;0;10;42.5;56.7
﻿2026-07-17;Triceps;Triceps Pushdown V-Grip;1;8;43.75;55.4
﻿2026-07-17;Biceps;Hammer Curl (Cable);0;9;37.5;48.8
﻿2026-07-17;Biceps;Hammer Curl (Cable);1;8;38.75;49.1
﻿2026-07-17;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;8;12.5;15.8
﻿2026-07-17;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;7;13.75;17.0
﻿2026-07-16;Klatka;Feet Up Bench Press (Barbell);0;10;85.0;113.3
﻿2026-07-16;Klatka;Feet Up Bench Press (Barbell);1;9;87.5;113.8
﻿2026-07-16;Klatka;Feet Up Bench Press (Barbell);2;8;90.0;114.0
﻿2026-07-16;Plecy;Lat Pulldown - Close Grip (Cable);0;12;89.0;124.6
﻿2026-07-16;Plecy;Lat Pulldown - Close Grip (Cable);1;10;92.5;123.3
﻿2026-07-16;Plecy;Lat Pulldown - Close Grip (Cable);2;8;96.0;121.6
﻿2026-07-16;Plecy;Lat Pulldown - Close Grip (Cable);3;7;99.5;122.7
﻿2026-07-16;Klatka;Incline Chest Press (Machine);0;7;110.0;135.7
﻿2026-07-16;Klatka;Incline Chest Press (Machine);1;7;110.0;135.7
﻿2026-07-16;Klatka;Incline Chest Press (Machine);2;6;110.0;132.0
﻿2026-07-16;Klatka;Incline Chest Press (Machine);3;10;90.0;120.0
﻿2026-07-16;Plecy;Iso-Lateral High Row (Machine);0;12;125.0;175.0
﻿2026-07-16;Plecy;Iso-Lateral High Row (Machine);1;10;135.0;180.0
﻿2026-07-16;Plecy;Iso-Lateral High Row (Machine);2;8;142.5;180.5
﻿2026-07-16;Klatka;Butterfly (Pec Deck);0;11;110.0;150.3
﻿2026-07-16;Klatka;Butterfly (Pec Deck);1;9;112.5;146.2
﻿2026-07-16;Klatka;Butterfly (Pec Deck);2;7;115.0;141.8
﻿2026-07-16;Plecy;Pullover (Machine);0;12;97.5;136.5
﻿2026-07-16;Plecy;Pullover (Machine);1;11;102.5;140.1
﻿2026-07-16;Plecy;Pullover (Machine);2;10;107.5;143.3
﻿2026-07-15;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-07-14;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-07-14;Nogi;Front Squat;0;5;102.5;119.6
﻿2026-07-14;Nogi;Front Squat;1;4;107.5;121.8
﻿2026-07-14;Nogi;Front Squat;2;3;112.5;123.8
﻿2026-07-14;Nogi;Romanian Deadlift (Barbell);0;9;130.0;169.0
﻿2026-07-14;Nogi;Romanian Deadlift (Barbell);1;7;140.0;172.7
﻿2026-07-14;Nogi;Romanian Deadlift (Barbell);2;6;150.0;180.0
﻿2026-07-14;Nogi;Belt Squat (Machine);0;10;130.0;173.3
﻿2026-07-14;Nogi;Belt Squat (Machine);1;10;140.0;186.7
﻿2026-07-14;Nogi;Belt Squat (Machine);2;8;160.0;202.7
﻿2026-07-14;Nogi;Leg Extension (Machine);0;10;90.0;120.0
﻿2026-07-14;Nogi;Leg Extension (Machine);1;10;92.5;123.3
﻿2026-07-14;Nogi;Leg Extension (Machine);2;9;95.0;123.5
﻿2026-07-14;Nogi;Lying Leg Curl (Machine);0;10;55.0;73.3
﻿2026-07-14;Nogi;Lying Leg Curl (Machine);1;8;57.5;72.8
﻿2026-07-14;Nogi;Lying Leg Curl (Machine);2;7;57.5;70.9
﻿2026-07-14;Nogi;Hip Adduction (Machine);0;12;100.0;140.0
﻿2026-07-14;Nogi;Hip Adduction (Machine);1;11;100.0;136.7
﻿2026-07-14;Brzuch;Cable Crunch;0;13;52.5;75.2
﻿2026-07-14;Brzuch;Cable Crunch;1;11;53.75;73.5
﻿2026-07-14;Brzuch;Cable Crunch;2;10;53.75;71.7
﻿2026-07-14;Brzuch;Cable Core Pallof Press;0;9;23.75;30.9
﻿2026-07-14;Brzuch;Cable Core Pallof Press;1;8;25.0;31.7
﻿2026-07-13;Klatka;Bench Press (Barbell);0;9;97.5;126.8
﻿2026-07-13;Klatka;Bench Press (Barbell);1;6;100.0;120.0
﻿2026-07-13;Klatka;Bench Press (Barbell);2;5;102.5;119.6
﻿2026-07-13;Klatka;Bench Press (Barbell);3;4;105.0;119.0
﻿2026-07-13;Plecy;Pull Up;0;10;0.0;0.0
﻿2026-07-13;Plecy;Pull Up;1;9;0.0;0.0
﻿2026-07-13;Plecy;Pull Up;2;8;0.0;0.0
﻿2026-07-13;Plecy;Pull Up;3;7;0.0;0.0
﻿2026-07-13;Klatka;Incline Bench Press (Smith Machine);0;8;80.0;101.3
﻿2026-07-13;Klatka;Incline Bench Press (Smith Machine);1;6;82.5;99.0
﻿2026-07-13;Klatka;Incline Bench Press (Smith Machine);2;6;82.5;99.0
﻿2026-07-13;Plecy;T Bar Row;0;10;62.5;83.3
﻿2026-07-13;Plecy;T Bar Row;1;8;67.5;85.5
﻿2026-07-13;Plecy;T Bar Row;2;7;72.5;89.4
﻿2026-07-13;Klatka;Low Cable Fly Crossovers;0;12;16.25;22.8
﻿2026-07-13;Klatka;Low Cable Fly Crossovers;1;8;17.5;22.2
﻿2026-07-13;Klatka;Low Cable Fly Crossovers;2;8;17.5;22.2
﻿2026-07-13;Plecy;Single Arm Cable Row;0;12;47.5;66.5
﻿2026-07-13;Plecy;Single Arm Cable Row;1;11;50.0;68.3
﻿2026-07-13;Plecy;Single Arm Cable Row;2;9;52.5;68.2
﻿2026-07-13;Barki;Lateral Raise (Machine);0;10;60.0;80.0
﻿2026-07-13;Barki;Lateral Raise (Machine);1;8;62.5;79.2
﻿2026-07-13;Barki;Rear Delt Reverse Fly (Machine);0;12;22.5;31.5
﻿2026-07-13;Barki;Rear Delt Reverse Fly (Machine);1;7;25.0;30.8
﻿2026-07-13;Biceps;Bicep Curl (Cable);0;9;32.5;42.2
﻿2026-07-13;Biceps;Bicep Curl (Cable);1;8;33.75;42.8
﻿2026-07-13;Triceps;Triceps Rope Pushdown;0;10;32.5;43.3
﻿2026-07-13;Triceps;Triceps Rope Pushdown;1;8;33.75;42.8
﻿2026-07-11;Nogi;Pendulum Squat (Machine);0;9;111.7;145.2
﻿2026-07-11;Nogi;Pendulum Squat (Machine);1;6;116.7;140.0
﻿2026-07-11;Nogi;Pendulum Squat (Machine);2;6;116.7;140.0
﻿2026-07-11;Nogi;Single Leg Press (Machine);0;8;133.0;168.5
﻿2026-07-11;Nogi;Single Leg Press (Machine);1;8;143.0;181.1
﻿2026-07-11;Nogi;Single Leg Press (Machine);2;8;153.0;193.8
﻿2026-07-11;Nogi;Single Leg Extensions;0;8;38.05;48.2
﻿2026-07-11;Nogi;Single Leg Extensions;1;8;39.3;49.8
﻿2026-07-11;Nogi;Single Leg Extensions;2;7;40.55;50.0
﻿2026-07-11;Nogi;Standing Leg Curls;0;9;42.35;55.1
﻿2026-07-11;Nogi;Standing Leg Curls;1;8;44.85;56.8
﻿2026-07-11;Nogi;Standing Leg Curls;2;7;46.1;56.9
﻿2026-07-11;Brzuch;Hanging Leg Raise;0;15;0.0;0.0
﻿2026-07-11;Brzuch;Hanging Leg Raise;1;15;0.0;0.0
﻿2026-07-11;Brzuch;Hanging Leg Raise;2;15;0.0;0.0
﻿2026-07-11;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;44.5;62.3
﻿2026-07-11;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;12;44.5;62.3
﻿2026-07-11;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;11;44.5;60.8
﻿2026-07-10;Barki;Overhead Press (Smith Machine);0;11;65.0;88.8
﻿2026-07-10;Barki;Overhead Press (Smith Machine);1;9;70.0;91.0
﻿2026-07-10;Barki;Overhead Press (Smith Machine);2;6;75.0;90.0
﻿2026-07-10;Barki;Overhead Press (Smith Machine);3;3;80.0;88.0
﻿2026-07-10;Barki;Lateral Raise (Dumbbell);0;9;17.5;22.8
﻿2026-07-10;Barki;Lateral Raise (Dumbbell);1;9;17.5;22.8
﻿2026-07-10;Barki;Single Arm Lateral Raise (Cable);0;9;10.0;13.0
﻿2026-07-10;Barki;Single Arm Lateral Raise (Cable);1;7;11.25;13.9
﻿2026-07-10;Barki;Face Pull;0;12;28.75;40.2
﻿2026-07-10;Barki;Face Pull;1;12;28.75;40.2
﻿2026-07-10;Barki;Face Pull;2;12;30.0;42.0
﻿2026-07-10;Barki;Face Pull;3;10;31.25;41.7
﻿2026-07-10;Biceps;Preacher Curl (Machine);0;9;51.25;66.6
﻿2026-07-10;Biceps;Preacher Curl (Machine);1;6;53.75;64.5
﻿2026-07-10;Biceps;Preacher Curl (Machine);2;5;56.25;65.6
﻿2026-07-10;Triceps;Skullcrusher (Barbell);0;9;49.0;63.7
﻿2026-07-10;Triceps;Skullcrusher (Barbell);1;7;51.5;63.5
﻿2026-07-10;Triceps;Skullcrusher (Barbell);2;7;51.5;63.5
﻿2026-07-10;Biceps;Seated Incline Curl (Dumbbell);0;11;17.5;23.9
﻿2026-07-10;Biceps;Seated Incline Curl (Dumbbell);1;7;20.0;24.7
﻿2026-07-10;Triceps;Triceps Pushdown V-Grip;0;11;40.0;54.7
﻿2026-07-10;Triceps;Triceps Pushdown V-Grip;1;9;42.5;55.2
﻿2026-07-10;Biceps;Hammer Curl (Cable);0;9;37.5;48.8
﻿2026-07-10;Biceps;Hammer Curl (Cable);1;8;38.75;49.1
﻿2026-07-10;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;8;12.5;15.8
﻿2026-07-10;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;7;13.75;17.0
﻿2026-07-09;Klatka;Feet Up Bench Press (Barbell);0;10;82.5;110.0
﻿2026-07-09;Klatka;Feet Up Bench Press (Barbell);1;9;85.0;110.5
﻿2026-07-09;Klatka;Feet Up Bench Press (Barbell);2;8;87.5;110.8
﻿2026-07-09;Plecy;Lat Pulldown - Close Grip (Cable);0;11;89.0;121.6
﻿2026-07-09;Plecy;Lat Pulldown - Close Grip (Cable);1;9;92.5;120.2
﻿2026-07-09;Plecy;Lat Pulldown - Close Grip (Cable);2;7;96.0;118.4
﻿2026-07-09;Plecy;Lat Pulldown - Close Grip (Cable);3;6;99.5;119.4
﻿2026-07-09;Klatka;Incline Chest Press (Machine);0;11;105.0;143.5
﻿2026-07-09;Klatka;Incline Chest Press (Machine);1;9;110.0;143.0
﻿2026-07-09;Klatka;Incline Chest Press (Machine);2;8;115.0;145.7
﻿2026-07-09;Klatka;Incline Chest Press (Machine);3;6;120.0;144.0
﻿2026-07-09;Plecy;Iso-Lateral High Row (Machine);0;12;120.0;168.0
﻿2026-07-09;Plecy;Iso-Lateral High Row (Machine);1;10;130.0;173.3
﻿2026-07-09;Plecy;Iso-Lateral High Row (Machine);2;8;140.0;177.3
﻿2026-07-09;Klatka;Butterfly (Pec Deck);0;11;110.0;150.3
﻿2026-07-09;Klatka;Butterfly (Pec Deck);1;9;112.5;146.2
﻿2026-07-09;Klatka;Butterfly (Pec Deck);2;7;115.0;141.8
﻿2026-07-09;Plecy;Pullover (Machine);0;12;95.0;133.0
﻿2026-07-09;Plecy;Pullover (Machine);1;10;100.0;133.3
﻿2026-07-09;Plecy;Pullover (Machine);2;10;105.0;140.0
﻿2026-07-08;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-07-07;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-07-07;Nogi;Front Squat;0;5;102.5;119.6
﻿2026-07-07;Nogi;Front Squat;1;3;107.5;118.3
﻿2026-07-07;Nogi;Front Squat;2;2;110.0;117.3
﻿2026-07-07;Nogi;Romanian Deadlift (Barbell);0;8;130.0;164.7
﻿2026-07-07;Nogi;Romanian Deadlift (Barbell);1;6;140.0;168.0
﻿2026-07-07;Nogi;Romanian Deadlift (Barbell);2;5;150.0;175.0
﻿2026-07-07;Nogi;Belt Squat (Machine);0;10;120.0;160.0
﻿2026-07-07;Nogi;Belt Squat (Machine);1;8;130.0;164.7
﻿2026-07-07;Nogi;Belt Squat (Machine);2;8;140.0;177.3
﻿2026-07-07;Nogi;Leg Extension (Machine);0;10;87.5;116.7
﻿2026-07-07;Nogi;Leg Extension (Machine);1;9;90.0;117.0
﻿2026-07-07;Nogi;Leg Extension (Machine);2;10;92.5;123.3
﻿2026-07-07;Nogi;Lying Leg Curl (Machine);0;9;55.0;71.5
﻿2026-07-07;Nogi;Lying Leg Curl (Machine);1;7;57.5;70.9
﻿2026-07-07;Nogi;Lying Leg Curl (Machine);2;7;57.5;70.9
﻿2026-07-07;Nogi;Hip Adduction (Machine);0;11;100.0;136.7
﻿2026-07-07;Nogi;Hip Adduction (Machine);1;11;100.0;136.7
﻿2026-07-07;Brzuch;Cable Crunch;0;12;52.5;73.5
﻿2026-07-07;Brzuch;Cable Crunch;1;10;53.75;71.7
﻿2026-07-07;Brzuch;Cable Crunch;2;10;53.75;71.7
﻿2026-07-07;Brzuch;Cable Core Pallof Press;0;9;22.5;29.2
﻿2026-07-07;Brzuch;Cable Core Pallof Press;1;8;23.75;30.1
﻿2026-07-06;Klatka;Bench Press (Barbell);0;9;97.5;126.8
﻿2026-07-06;Klatka;Bench Press (Barbell);1;7;100.0;123.3
﻿2026-07-06;Klatka;Bench Press (Barbell);2;6;102.5;123.0
﻿2026-07-06;Klatka;Bench Press (Barbell);3;4;105.0;119.0
﻿2026-07-06;Plecy;Pull Up;0;10;0.0;0.0
﻿2026-07-06;Plecy;Pull Up;1;9;0.0;0.0
﻿2026-07-06;Plecy;Pull Up;2;8;0.0;0.0
